name,online_order,book_table,rate,votes,location,cost_two,dining_type,cuisines
Catch-up-ino,Yes,No,3.9,133,Banashankari,800.0,Delivery,"Cafe, Fast Food, Continental, Chinese, Momos"
The Pizzeria,Yes,No,2.8,45,Banashankari,800.0,Delivery,"Pizza, Italian, Salad"
Cafe Zone,Yes,No,3.9,149,Kumaraswamy Layout,300.0,Delivery,"Fast Food, Chinese, Rolls"
Ruchis Point,Yes,No,3.8,75,Banashankari,200.0,Delivery,"Fast Food, Chinese"
Firangi Bake,Yes,No,4.0,53,Rajarajeshwari Nagar,600.0,Delivery,"Mexican, Italian"
The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,Jayanagar,900.0,Delivery,"North Indian, Chinese"
Hara Fine Dine,Yes,Yes,4.0,633,Banashankari,800.0,Delivery,"North Indian, Chinese"
Chocoberry,Yes,No,3.5,56,Jayanagar,400.0,Delivery,"Ice Cream, Desserts, Beverages"
Dakshin Grand,Yes,No,3.0,82,Banashankari,300.0,Delivery,"South Indian, North Indian, Chinese, Street Food"
Sandwichwallas,Yes,No,3.7,35,Jayanagar,200.0,Delivery,Fast Food
Chai Mane,Yes,No,3.6,20,Basavanagudi,150.0,Delivery,"Juices, Fast Food"
SLV Upachar,Yes,No,3.1,14,Kumaraswamy Layout,250.0,Delivery,"South Indian, Chinese, Street Food"
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,400.0,Delivery,"Fast Food, Desserts, Ice Cream"
Cross Road Cafe,Yes,No,3.9,91,Jayanagar,300.0,Delivery,"Cafe, Fast Food, Chinese"
Anand Donne Biriyani,Yes,No,3.6,45,Jayanagar,200.0,Delivery,Biryani
Seven Star,Yes,No,3.4,7,Banashankari,250.0,Delivery,"North Indian, Chinese"
Stop 'N' Joy,Yes,No,3.8,28,Banashankari,150.0,Delivery,Fast Food
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,600.0,Delivery,"North Indian, Chinese"
Fudge,Yes,No,3.8,36,Basavanagudi,200.0,Delivery,"Desserts, Momos"
Just Bunny,Yes,No,3.5,11,Jayanagar,200.0,Delivery,Fast Food
Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,650.0,Delivery,"Cafe, Continental, Fast Food"
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,100.0,Delivery,"Mithai, Street Food"
Kaapi Kendra,Yes,No,3.7,14,Jayanagar,100.0,Delivery,South Indian
Ivy,Yes,No,3.8,210,Kumaraswamy Layout,600.0,Delivery,"North Indian, Chinese, Fast Food"
The Airos,Yes,No,4.1,130,Jayanagar,650.0,Delivery,"Cafe, Italian, Pizza"
Chai Kraft,Yes,No,4.1,30,Jayanagar,100.0,Delivery,"Beverages, Tea"
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,700.0,Delivery,"Chinese, Cafe, Italian"
South Point Pub,Yes,No,3.4,11,Basavanagudi,800.0,Delivery,"North Indian, Seafood, Chinese"
The Trundle,Yes,No,3.7,133,Jayanagar,700.0,Delivery,"Chinese, Thai, Continental, North Indian"
The Krishna Grand Xpress,Yes,No,4.0,136,Jayanagar,350.0,Delivery,"South Indian, Fast Food"
Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,200.0,Delivery,"South Indian, North Indian, Chinese"
Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,200.0,Delivery,"Mithai, South Indian, Street Food, Fast Food"
Udupi Grand,Yes,No,3.8,74,Basavanagudi,300.0,Delivery,"South Indian, North Indian, Chinese"
Ganesh Grand,Yes,No,3.7,30,Basavanagudi,300.0,Delivery,"South Indian, North Indian, Desserts"
Shreyas Upahar & Burger Point,Yes,No,3.0,7,Basavanagudi,200.0,Delivery,"South Indian, Burger"
Coffee Tindi,Yes,No,3.8,75,Banashankari,200.0,Delivery,"Cafe, South Indian"
Little Cafe,Yes,No,3.7,54,Basavanagudi,600.0,Delivery,"Cafe, Beverages"
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,100.0,Delivery,"Beverages, Desserts"
Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,400.0,Delivery,"North Indian, Chinese"
Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,400.0,Delivery,"Biryani, Fast Food"
1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,400.0,Delivery,"Cafe, Fast Food"
Kadala Tarangaa,Yes,No,3.6,129,Banashankari,600.0,Delivery,"Mangalorean, Seafood, North Indian"
Namma Biryani,Yes,No,3.6,24,Banashankari,250.0,Delivery,"Biryani, Chinese, North Indian"
Nandhanu's Rasoi,Yes,No,3.0,175,Kumaraswamy Layout,400.0,Delivery,"Chinese, North Indian"
Hotel Pork Paradise,Yes,No,3.7,21,Mysore Road,300.0,Delivery,South Indian
As On Fire,Yes,No,3.5,41,South Bangalore,400.0,Delivery,"Pizza, Fast Food, BBQ"
J K Fish Land,Yes,No,3.6,35,Jayanagar,300.0,Delivery,"Seafood, Mangalorean"
Curry Leaves,Yes,No,4.1,176,Basavanagudi,800.0,Delivery,"Andhra, North Indian, Chinese"
Lassi Shop,Yes,No,3.5,45,Banashankari,300.0,Delivery,"Beverages, Ice Cream, Fast Food"
Magic Meals,Yes,No,3.7,47,Jayanagar,400.0,Delivery,"Fast Food, Desserts, Beverages"
Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,650.0,Delivery,"Chinese, North Indian, Pizza, Italian"
Drunken Monkey,Yes,No,3.8,52,Kumaraswamy Layout,400.0,Delivery,"Beverages, Fast Food"
Ruchi's Corner,Yes,No,2.7,123,Banashankari,200.0,Delivery,Fast Food
Tandoori Bytes,Yes,No,3.6,59,Kumaraswamy Layout,700.0,Delivery,North Indian
Bangalore Donne Biriyani,Yes,No,3.2,4,Kumaraswamy Layout,300.0,Delivery,"South Indian, Biryani"
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,400.0,Delivery,"Biryani, Fast Food"
Keventers,Yes,No,3.7,54,Banashankari,400.0,Delivery,"Desserts, Beverages, Ice Cream"
Navi Food Point,Yes,No,3.6,22,Basavanagudi,200.0,Delivery,Fast Food
Shawarma Inc,Yes,No,3.1,31,Banashankari,250.0,Delivery,"Rolls, Lebanese"
The Cafe Nuts and Bolts,Yes,No,3.0,29,Kumaraswamy Layout,500.0,Delivery,"Cafe, Fast Food, Chinese"
AM WOW,Yes,No,3.4,6,Jayanagar,100.0,Delivery,Beverages
Lalbagh Grand,Yes,No,3.0,22,Basavanagudi,250.0,Delivery,"South Indian, North Indian, Chinese"
Funjabi Curries,Yes,No,2.9,11,Banashankari,500.0,Delivery,North Indian
Eat Repeat,Yes,No,3.9,101,Basavanagudi,150.0,Delivery,South Indian
Salut,Yes,Yes,4.1,442,Jayanagar,1200.0,Delivery,"Continental, Finger Food, Seafood, Pizza"
Nammura Donne Biriyani,Yes,No,3.5,155,Basavanagudi,400.0,Delivery,"Biryani, Fast Food"
Lassi Stop,Yes,No,3.4,12,Banashankari,150.0,Delivery,"Beverages, Fast Food, Juices"
Dakshin Kitchen,Yes,No,3.6,15,Basavanagudi,100.0,Delivery,South Indian
Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,200.0,Delivery,South Indian
Sri Sai 99 Variety Dosa,Yes,No,3.8,25,Banashankari,300.0,Delivery,South Indian
Utsav Restaurant,Yes,No,3.8,61,Banashankari,300.0,Delivery,"North Indian, Chinese"
Crunch and Munch,Yes,No,3.7,23,Uttarahalli,300.0,Delivery,"Chinese, Street Food, Ice Cream"
Food Geek,Yes,No,3.8,25,Basavanagudi,350.0,Delivery,"Sandwich, Fast Food, Rolls"
Sri Krishna Aramane,Yes,No,3.7,40,Kumaraswamy Layout,200.0,Delivery,"South Indian, North Indian, Chinese, Fast Food"
Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,100.0,Delivery,Rolls
Chats Point,Yes,No,3.4,8,Basavanagudi,150.0,Delivery,"Fast Food, Street Food"
Food Point,Yes,No,3.5,32,Kumaraswamy Layout,300.0,Delivery,"North Indian, Chinese"
Swarga Ruchi,Yes,No,3.3,10,Basavanagudi,200.0,Delivery,South Indian
Kolkata King,Yes,No,3.4,6,Basavanagudi,300.0,Delivery,"Fast Food, Rolls"
Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,Jayanagar,250.0,Delivery,"Ice Cream, Beverages, Fast Food"
New Rajadhani Spicy,Yes,No,3.7,67,Kumaraswamy Layout,700.0,Delivery,North Indian
Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,250.0,Delivery,Mithai
VEGeatz,Yes,No,3.4,19,Banashankari,200.0,Delivery,"South Indian, North Indian"
Foodizo,Yes,No,3.6,24,Banashankari,300.0,Delivery,"Desserts, Fast Food, Continental"
Food Springs,Yes,No,4.0,232,Jayanagar,400.0,Delivery,"South Indian, Chinese"
Chung's Chinese Corner,Yes,No,3.9,221,Jayanagar,700.0,Delivery,Chinese
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,Jayanagar,1200.0,Delivery,"Italian, Fast Food, Salad, BBQ"
Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,200.0,Delivery,Street Food
Ragoo's,Yes,No,3.9,233,Jayanagar,800.0,Delivery,"Italian, Pizza, North Indian, Salad"
Pure & Natural,Yes,No,3.9,211,Jayanagar,500.0,Delivery,"Fast Food, Continental, Beverages, Salad, Healthy Food"
Maiyas,Yes,No,4.0,1778,Jayanagar,200.0,Delivery,"North Indian, South Indian, Fast Food, Juices"
Sip n Dine,Yes,No,3.6,218,Vijay Nagar,800.0,Delivery,"North Indian, Chinese, South Indian"
Cafe Mondo,Yes,No,3.7,514,Basavanagudi,600.0,Delivery,"Cafe, Italian, Beverages"
Jalpaan,Yes,Yes,4.0,866,Jayanagar,900.0,Delivery,"North Indian, Continental"
Kataria's Pakwan,Yes,No,3.2,96,Kumaraswamy Layout,400.0,Delivery,North Indian
Juicy Momos,Yes,No,3.5,80,Banashankari,250.0,Delivery,"Tibetan, Momos"
Amande Patisserie,Yes,No,4.0,73,Basavanagudi,300.0,Delivery,"Bakery, French, Desserts"
Anand Sweets and Savouries,Yes,No,3.9,84,Jayanagar,400.0,Delivery,"Mithai, Street Food"
Chicken Hunt,Yes,No,3.5,88,Banashankari,350.0,Delivery,"South Indian, North Indian, Chinese, Biryani"
Swadesh Tadka,Yes,No,3.5,179,Banashankari,600.0,Delivery,"North Indian, Chinese, Beverages"
Cane-O-La,Yes,No,3.8,61,Basavanagudi,100.0,Delivery,Juices
New Biryani Mane,Yes,No,3.7,128,Uttarahalli,450.0,Delivery,"North Indian, Chinese, Biryani, South Indian"
Upahara Darshini,Yes,No,3.8,339,Jayanagar,400.0,Delivery,"South Indian, North Indian, Chinese"
Karnataka Bhel House,Yes,No,4.1,449,Basavanagudi,100.0,Delivery,Street Food
Sreeraj Lassi Bar,Yes,No,4.1,210,Jayanagar,150.0,Delivery,Beverages
Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,200.0,Delivery,"Juices, South Indian, Chinese, Fast Food"
Bunt's Biriyani Palace,Yes,No,3.0,213,Banashankari,400.0,Delivery,"North Indian, South Indian, Chinese, Biryani, Seafood"
Chai Point,Yes,No,3.2,208,Jayanagar,250.0,Delivery,"Tea, Beverages, Fast Food"
Janahaar,Yes,No,3.8,70,Banashankari,100.0,Delivery,South Indian
Redberrys,Yes,No,4.0,219,Basavanagudi,600.0,Delivery,"Cafe, Italian"
Utsav,Yes,No,3.7,59,Banashankari,200.0,Delivery,"North Indian, Street Food"
Meat And Eat,Yes,No,3.1,10,Banashankari,500.0,Delivery,"Fast Food, Burger"
Snacks Bite,Yes,No,3.0,9,Kumaraswamy Layout,400.0,Delivery,"Fast Food, Momos"
The Spice Saga,Yes,No,3.7,124,Kumaraswamy Layout,750.0,Delivery,"Biryani, North Indian, Chinese, Seafood"
Dakshin Cafe,Yes,No,3.7,19,Kumaraswamy Layout,100.0,Delivery,South Indian
Kaulige Millet Corner,Yes,No,3.3,4,Basavanagudi,150.0,Delivery,"Healthy Food, South Indian"
Ifruit Ice Cream,Yes,No,3.3,4,Kumaraswamy Layout,150.0,Delivery,"Desserts, Ice Cream"
Havmor,Yes,No,3.8,21,Basavanagudi,200.0,Delivery,"Ice Cream, Desserts"
Grand Food,Yes,No,3.4,8,Banashankari,250.0,Delivery,"South Indian, Bakery, Chinese"
Dining Hut,Yes,No,3.5,10,Kumaraswamy Layout,400.0,Delivery,"North Indian, Chinese, South Indian"
Desi Swaad,Yes,No,3.5,10,Kumaraswamy Layout,400.0,Delivery,North Indian
Yummy Momos,Yes,No,3.2,4,Kumaraswamy Layout,200.0,Delivery,"Momos, Tibetan, Chinese"
Masale Daan,Yes,No,3.1,4,Banashankari,350.0,Delivery,North Indian
Grow Fit,Yes,No,3.6,16,JP Nagar,500.0,Delivery,"Healthy Food, North Indian, Thai"
Lassi Spot,Yes,No,3.3,4,Kumaraswamy Layout,100.0,Delivery,
Sandwich Hub,Yes,No,3.4,12,Jayanagar,300.0,Delivery,"Fast Food, Sandwich"
Udupi Sri Krishna Cafe,Yes,No,3.9,14,Jayanagar,600.0,Delivery,"North Indian, South Indian"
Starlite Bakery & Fastfood,Yes,No,3.7,0,Jayanagar,300.0,Delivery,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts"
Veganbreak24x7,Yes,No,2.8,5,City Market,199.0,Delivery,"South Indian, Chinese, Continental, Biryani"
Aadhya Hotel,Yes,No,3.3,5,Basavanagudi,800.0,Delivery,"South Indian, North Indian, Chinese, Biryani"
Dodda Mane Baaduta,Yes,No,3.5,15,Banashankari,250.0,Delivery,"North Indian, South Indian, Chinese, Biryani"
Swadd Kitchen,Yes,No,3.4,4,Basavanagudi,500.0,Delivery,"North Indian, Fast Food"
Happy Chopsticks,Yes,No,3.6,17,Basavanagudi,300.0,Delivery,"Chinese, Fast Food"
Udupi Upachar,Yes,No,3.3,6,Banashankari,500.0,Delivery,"South Indian, North Indian"
Davanagere Benne Dose Hut,Yes,No,3.4,10,Banashankari,100.0,Delivery,South Indian
Jalsa,Yes,Yes,4.1,775,Banashankari,800.0,Delivery,"North Indian, Mughlai, Chinese"
Subz,Yes,Yes,4.2,2022,Jayanagar,1000.0,Delivery,"North Indian, South Indian"
Cafe Shuffle,Yes,Yes,4.2,150,Banashankari,600.0,Delivery,"Cafe, Italian, Continental"
Mint and Mustard,Yes,No,4.0,232,Basavanagudi,750.0,Delivery,"North Indian, Chinese"
Chinese Square,Yes,No,3.9,38,Basavanagudi,200.0,Delivery,Chinese
Punjabi Raswada,Yes,Yes,3.5,431,Jayanagar,800.0,Delivery,North Indian
Vinny's,Yes,Yes,4.2,2115,Banashankari,800.0,Delivery,"Pizza, Italian, Continental, Desserts"
Chetty's Corner,Yes,No,3.4,30,Uttarahalli,200.0,Delivery,"Fast Food, Burger, Pizza"
Kapoor's Cafe,Yes,No,4.2,150,Jayanagar,800.0,Delivery,North Indian
Donne Biryani & Kabab Corner,Yes,No,3.3,12,Kumaraswamy Layout,200.0,Delivery,"Chinese, Biryani"
Sukh Sagar,Yes,No,3.8,155,Jayanagar,450.0,Delivery,"South Indian, North Indian, Chinese, Street Food"
S M V Snacks Corner,Yes,No,3.7,33,Basavanagudi,200.0,Delivery,Fast Food
Andhra Ruchulu,Yes,Yes,4.1,666,Jayanagar,1000.0,Delivery,"Andhra, Biryani, North Indian, Chinese"
Steaming Mugs,Yes,No,3.9,240,Basavanagudi,700.0,Delivery,Cafe
San Churro Cafe,Yes,No,3.8,918,Banashankari,800.0,Delivery,"Cafe, Mexican, Italian"
Rajathadri Food Fort,Yes,No,4.0,465,Jayanagar,600.0,Delivery,"South Indian, North Indian, Chinese, Street Food"
Brew Meister,Yes,Yes,4.1,970,Jayanagar,1500.0,Delivery,"North Indian, Continental, Finger Food, American, Asian"
Rasoi,Yes,No,3.3,128,Banashankari,300.0,Delivery,"North Indian, Chinese"
Mr. Singh Da Dhaba,Yes,No,3.6,241,Kumaraswamy Layout,300.0,Delivery,"North Indian, Chinese"
Kababs N Biryani,Yes,No,3.4,22,Banashankari,200.0,Delivery,South Indian
Ayodhya Upachar,Yes,No,4.3,734,Banashankari,200.0,Delivery,"South Indian, North Indian, Chinese, Street Food"
Biriyani Mane,Yes,No,3.8,130,Jayanagar,400.0,Delivery,"North Indian, Biryani"
Cafe Ajfan,Yes,No,4.2,261,Jayanagar,700.0,Delivery,"Cafe, Continental, Beverages"
Brundhavana Food Point,Yes,No,4.0,191,Kumaraswamy Layout,300.0,Delivery,"South Indian, North Indian, Chinese, Street Food, Beverages"
SLV Corner Restaurant,Yes,No,4.1,364,Basavanagudi,550.0,Delivery,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices"
Hotel New Karavali,Yes,No,3.8,133,Banashankari,300.0,Delivery,"Mangalorean, South Indian, North Indian"
The Krishna Grand,Yes,No,3.9,888,Banashankari,750.0,Delivery,"North Indian, South Indian, Chinese, Fast Food, Juices"
360 Atoms Restaurant And Cafe,Yes,No,3.1,13,Banashankari,400.0,Delivery,"Cafe, Chinese, Continental, Italian"
Roti Ghar,Yes,No,3.9,750,Basavanagudi,500.0,Delivery,"North Indian, Chinese, South Indian"
The Coffee Shack,Yes,Yes,4.2,164,Banashankari,500.0,Delivery,"Cafe, Chinese, Continental, Italian"
Kettle & Kegs,Yes,No,3.2,6,Banashankari,200.0,Delivery,"Tea, Beverages"
Baisakhi,Yes,No,3.8,527,Basavanagudi,500.0,Delivery,North Indian
Corner House Ice Cream,No,No,4.3,345,Banashankari,400.0,Desserts,"Ice Cream, Desserts"
Poonam Sweets,No,No,4.4,356,Banashankari,150.0,Desserts,Mithai
XO Belgian Waffle,Yes,No,3.7,17,Banashankari,400.0,Desserts,"Desserts, Beverages"
Old Mumbai Ice Cream,Yes,No,3.9,38,Banashankari,150.0,Desserts,Ice Cream
Cake of the Day,No,No,3.7,78,Banashankari,150.0,Desserts,Bakery
Amma's Pastries,No,No,3.8,60,Banashankari,400.0,Desserts,Bakery
Kanti Sweets,Yes,No,4.0,115,Banashankari,400.0,Desserts,"Mithai, Street Food"
Sugar Rush,No,No,3.8,39,Banashankari,300.0,Desserts,"Bakery, Desserts"
Polar Bear,Yes,No,3.9,116,Banashankari,400.0,Desserts,"Ice Cream, Desserts, Beverages, Sandwich"
San Churro Cafe,Yes,No,3.8,918,Banashankari,800.0,Desserts,"Cafe, Mexican, Italian"
Anand Sweets and Savouries,No,No,3.7,46,Banashankari,400.0,Desserts,"Mithai, Street Food"
Ibaco,Yes,No,3.9,41,Banashankari,300.0,Desserts,Desserts
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,700.0,Desserts,"Chinese, Cafe, Italian"
The Lassi and Juice Park,No,No,3.8,28,Banashankari,150.0,Desserts,"Juices, Desserts"
Stoned Monkey,Yes,No,4.3,860,Banashankari,500.0,Desserts,"Desserts, Ice Cream"
Parimala Sweets,No,No,3.5,14,Banashankari,200.0,Desserts,"Mithai, Street Food"
The Big O Bakes,No,No,4.0,66,Banashankari,300.0,Desserts,"Bakery, Desserts"
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,100.0,Desserts,"Mithai, Street Food"
Keventers,Yes,No,3.7,54,Banashankari,400.0,Desserts,"Desserts, Beverages, Ice Cream"
Dessert Rose,No,No,3.5,7,Banashankari,500.0,Desserts,Desserts
Thanco's Natural Ice Creams,No,No,3.2,9,Banashankari,300.0,Desserts,Ice Cream
Corner Stone,No,No,3.6,42,Banashankari,300.0,Desserts,"Beverages, Juices, Desserts, Italian"
Kaggis,No,No,3.8,64,Banashankari,250.0,Desserts,"Fast Food, Bakery"
Cocoa Bakes,Yes,No,3.6,14,Banashankari,350.0,Desserts,"Bakery, Desserts"
Floured-Baked With Love,No,No,3.8,45,Banashankari,400.0,Desserts,Bakery
CAFE NOVA,No,No,3.2,11,Banashankari,600.0,Desserts,"Cafe, Bakery"
Cakes & Slices,No,No,3.5,13,Banashankari,300.0,Desserts,"Bakery, Desserts"
Arun Ice Cream,No,No,3.4,7,Banashankari,150.0,Desserts,"Ice Cream, Desserts"
Just Bake,No,No,3.4,8,Banashankari,400.0,Desserts,"Bakery, Desserts"
Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,Banashankari,200.0,Desserts,"Ice Cream, Desserts"
Sweet N Swirl,No,No,3.2,17,Banashankari,150.0,Desserts,"Desserts, Ice Cream"
Sweet Truth,Yes,No,3.9,35,Banashankari,500.0,Desserts,"Bakery, Desserts"
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,400.0,Desserts,"Fast Food, Desserts, Ice Cream"
Sri Venkateshwara Sweet Meat Stall,No,No,4.0,98,Basavanagudi,400.0,Desserts,"Mithai, Street Food, North Indian, Chinese"
Baskin Robbins,No,No,3.7,25,Basavanagudi,250.0,Desserts,"Ice Cream, Desserts"
Redberrys,Yes,No,4.0,219,Basavanagudi,600.0,Desserts,"Cafe, Italian"
Amande Patisserie,Yes,No,4.0,73,Basavanagudi,300.0,Desserts,"Bakery, French, Desserts"
Srinivasa Brahmins Bakery,No,No,3.6,16,Basavanagudi,150.0,Desserts,"Bakery, Street Food"
Jain Bakes,No,No,3.6,8,Basavanagudi,250.0,Desserts,"Bakery, Desserts"
Cake Ghar,Yes,No,3.8,15,Basavanagudi,400.0,Desserts,Bakery
KC Das - Sweet Spot,No,No,3.6,46,Basavanagudi,200.0,Desserts,"Mithai, Street Food"
Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,Basavanagudi,300.0,Desserts,"Desserts, Mithai"
Cake Yard,Yes,No,3.3,9,Basavanagudi,250.0,Desserts,Desserts
Iceberg Icecreams,Yes,No,4.0,43,Basavanagudi,250.0,Desserts,"Desserts, Ice Cream"
A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7,97,Basavanagudi,400.0,Desserts,"South Indian, North Indian, Chinese, Street Food"
Sri Krishna Sweets,Yes,No,3.7,22,Basavanagudi,250.0,Desserts,"Mithai, Desserts"
Cake Art,No,No,3.5,15,Basavanagudi,400.0,Desserts,Bakery
Asha Sweets Centre,Yes,No,3.6,27,Basavanagudi,250.0,Desserts,Fast Food
The Krishna Grand,Yes,No,3.9,888,Banashankari,750.0,Dine-out,"North Indian, South Indian, Chinese, Fast Food, Juices"
Sea Spice by 7 Star,Yes,Yes,4.0,349,Banashankari,1200.0,Dine-out,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab"
Mini Punjabi Dhaba,Yes,No,4.2,287,Banashankari,350.0,Dine-out,North Indian
Onesta,Yes,Yes,4.6,2556,Banashankari,600.0,Dine-out,"Pizza, Cafe, Italian"
Wamama,Yes,Yes,4.2,354,Banashankari,800.0,Dine-out,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos"
Jalsa,Yes,Yes,4.1,775,Banashankari,800.0,Dine-out,"North Indian, Mughlai, Chinese"
Vinny's,Yes,Yes,4.2,2115,Banashankari,800.0,Dine-out,"Pizza, Italian, Continental, Desserts"
Jcubez,No,Yes,3.8,977,Banashankari,1300.0,Dine-out,Finger Food
Gustoes Beer House,No,No,4.1,868,Banashankari,1200.0,Dine-out,"Continental, Italian, Mexican, North Indian, Chinese, Steak"
Penthouse Cafe,Yes,No,4.0,324,Banashankari,700.0,Dine-out,"Cafe, Italian, Continental"
Spice Elephant,Yes,No,4.1,787,Banashankari,800.0,Dine-out,"Chinese, North Indian, Thai"
Smacznego,Yes,No,4.2,504,Banashankari,550.0,Dine-out,"Cafe, Mexican, Italian, Momos, Beverages"
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Yes,No,4.1,402,Banashankari,500.0,Dine-out,Cafe
Cafe Shuffle,Yes,Yes,4.2,150,Banashankari,600.0,Dine-out,"Cafe, Italian, Continental"
The Coffee Shack,Yes,Yes,4.2,164,Banashankari,500.0,Dine-out,"Cafe, Chinese, Continental, Italian"
Peppy Peppers,No,No,4.2,244,Banashankari,800.0,Dine-out,"Italian, North Indian, Mexican"
Anna Kuteera,Yes,No,4.0,771,Banashankari,450.0,Dine-out,"South Indian, North Indian, Chinese"
Szechuan Dragon,Yes,No,4.2,1647,Banashankari,600.0,Dine-out,"Chinese, Thai, Momos"
1947,No,Yes,4.0,808,Banashankari,850.0,Dine-out,"North Indian, Chinese"
Caf-Eleven,No,No,4.0,424,Banashankari,450.0,Dine-out,"Cafe, Continental"
Thamboola,Yes,No,3.9,135,Banashankari,800.0,Dine-out,"North Indian, Chinese, Continental"
Havyaka Mess,No,No,3.9,28,Banashankari,300.0,Dine-out,South Indian
San Churro Cafe,Yes,No,3.8,918,Banashankari,800.0,Dine-out,"Cafe, Mexican, Italian"
Cafe Vivacity,Yes,No,3.8,90,Banashankari,650.0,Dine-out,Cafe
Chung Wah,Yes,No,3.9,519,Banashankari,900.0,Dine-out,"Chinese, Momos, Thai, Vietnamese"
Vietnamese Kitchen,Yes,No,3.6,105,Banashankari,700.0,Dine-out,Vietnamese
Blue Wings Bar & Restaurant,No,No,3.7,43,Banashankari,700.0,Dine-out,"North Indian, Chinese"
Anand Sweets and Savouries,No,No,3.7,46,Banashankari,400.0,Dine-out,"Mithai, Street Food"
Catch-up-ino,Yes,No,3.9,133,Banashankari,800.0,Dine-out,"Cafe, Fast Food, Continental, Chinese, Momos"
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,700.0,Dine-out,"Chinese, Cafe, Italian"
T3H Cafe,No,No,3.9,93,Banashankari,300.0,Dine-out,"Cafe, Italian, American"
Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,300.0,Dine-out,"South Indian, North Indian, Chinese"
Dal Tadkaa,Yes,No,2.5,247,Banashankari,500.0,Dine-out,North Indian
360 Atoms Restaurant And Cafe,Yes,No,3.1,13,Banashankari,400.0,Dine-out,"Cafe, Chinese, Continental, Italian"
New Imperial Restaurant,No,No,3.7,39,Banashankari,450.0,Dine-out,"North Indian, Chinese"
The Vintage Cafe,Yes,No,3.0,62,Banashankari,400.0,Dine-out,"Cafe, French, North Indian"
Green Gardenia,Yes,No,3.8,160,Banashankari,700.0,Dine-out,"North Indian, Chinese"
Parimala Sweets,No,No,3.5,14,Banashankari,200.0,Dine-out,"Mithai, Street Food"
Vaishali Deluxe,No,No,3.8,42,Banashankari,700.0,Dine-out,"North Indian, Chinese"
Paradise Premium,Yes,No,3.1,119,Banashankari,700.0,Dine-out,"Biryani, Andhra, Hyderabadi, North Indian"
Kadala Tarangaa,Yes,No,3.6,129,Banashankari,600.0,Dine-out,"Mangalorean, Seafood, North Indian"
Vi Ra's Bar and Restaurant,No,No,3.3,62,Banashankari,800.0,Dine-out,"South Indian, North Indian, Chinese"
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,600.0,Dine-out,"North Indian, Chinese"
Nandhini Deluxe,No,No,2.6,283,Banashankari,600.0,Dine-out,North Indian
Corner Stone,No,No,3.6,42,Banashankari,300.0,Dine-out,"Beverages, Juices, Desserts, Italian"
